HallwayType,TimeToSubway,SubwayStation,N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(PublicOffice),N_SchoolNearBy(University),N_Parkinglot(Basement),YearBuilt,N_FacilitiesInApt,Size(sqf),SalePrice
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,914,12.774498085703664
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,914,12.172319358724783
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,1980,9,910,10.912667353872685
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,11.841783069440519
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,12.738778149372832
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1149,12.430982635772097
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,12.07380331331513
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,11.8094161276284
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,11.048203861234047
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,12.32679801494068
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,12.048225140858627
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,12.032558192096367
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,11.78274647407012
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,1448,12.522108911478483
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,12.857657974609856
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,558,11.748376961818357
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,12.123071399026768
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,11.964504142488845
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,558,11.873128179004302
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,11.268532740616845
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,644,12.485978309945345
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1796,12.314962924238245
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,11.9801565041379
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,843,12.71246244556088
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,10.81444408281958
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,12.266174777931607
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,12.674415521488273
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,10.53972040711132
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.3690329775955
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1334,12.728336601436993
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,11.296385064789591
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,11.48145543750074
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.383959383034016
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,11.912473099314354
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,12.194005125011843
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,636,12.113408960666755
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,12.10854250343196
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1273,12.78942449114218
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,12.318923538140995
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,12.016641878076122
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,811,12.10854250343196
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,11.337404730073445
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,12.539694394798302
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,12.853960919684503
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,11.954941057675795
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,857,12.448497119448882
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,12.78447373674044
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,12.438025282665697
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,12.420324785138387
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,12.409552119949653
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,11.938826986417865
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,12.310986561477193
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,12.083854162805563
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,12.225787033639273
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1288,11.97849427492585
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,914,12.063650417731521
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,11.613847143551201
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,11.69081220247407
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1149,12.541279796553658
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,12.365266302432104
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.192708745072041
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,910,12.860881723321674
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,11.762266836943965
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,11.062190987414528
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,11.210373379851719
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,914,12.853960919684503
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,12.223612911694648
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,11.921332906832516
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1149,12.365266302432104
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,11.328822322093844
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1288,12.10854250343196
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,907,12.59966758106785
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,12.553855673297253
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1444,12.912405018143357
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,13.157149271267498
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,12.56163997629184
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,12.78942449114218
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.197183251684256
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,12.27447400877728
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,843,12.681315650245757
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,12.429216196844383
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,11.947457344907711
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,1092,12.948850113447694
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,12.801692440099783
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,11.723599595186041
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,12.611537753638338
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,11.60581453443263
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,12.156173116242744
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,12.48931738757702
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,914,12.730957966906306
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,12.32679801494068
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,12.885001726252506
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,12.825791238487056
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,11.629721346883976
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,13.029704080902098
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,12.413155918217868
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,12.764421917487008
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1149,12.837626297535111
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,644,12.62326538204989
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,12.314962924238245
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,12.266174777931607
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,2337,12.174607777899595
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,11.950321963037172
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,2014,1,156,11.082819242945613
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,11.504036071124311
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,12.860881723321674
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,12.253595340132641
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,13.17577712204736
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,11.675885797035555
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,12.751682231533106
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,636,12.190461422015956
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,12.11583607318485
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,11.86070496147059
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,12.725708346346588
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,914,12.825791238487056
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,10.928668563118356
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,13.113473983558412
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,12.4023053257368
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,12.777001343365509
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,12.103652247930704
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,914,12.016641878076122
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,12.71778187879828
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,11.512925464970229
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,10.569725916538856
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,11.672114857707136
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,11.927198337259366
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,12.512383862899288
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.2928969216842
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,914,12.59966758106785
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,10.912667353872685
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,12.20766138281847
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,13.182466451473672
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,2014,1,156,11.048203861234047
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.736180172803948
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,11.91365939870249
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,12.38024861693771
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,12.553855673297253
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,12.692260230216633
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,12.522108911478483
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,779,12.032558192096367
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1149,12.581593877265266
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,12.528540128938916
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.357690119499075
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,10.697542851527611
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,644,12.538110062861273
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,11.727173568846068
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,430,11.34987698351986
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,11.062190987414528
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,12.553855673297253
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,11.005028880710118
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,13.039364303984888
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,12.24936678178841
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,676,11.461158374148345
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,11.496867218721524
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,12.005888498350874
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,12.203414114766838
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,12.18821412722886
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,11.89147833226822
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,12.49926824054369
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,12.754243185780854
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,12.786952177684324
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,12.666070129865165
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,12.531740293666903
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,12.71778187879828
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,12.27447400877728
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.49926824054369
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,11.897520976773169
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,11.69081220247407
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1288,12.629079657489251
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,11.458363676977546
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,10.879875708458863
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,11.72000467288991
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,12.000468132113847
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,11.222279003054432
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1334,12.663272783779616
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,11.653069942864997
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,430,10.928668563118356
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,1088,13.062180158155446
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,1327,12.043030049531263
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,12.18821412722886
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,11.573022889018809
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1796,12.825791238487056
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,12.210482906018722
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1629,13.048934251705282
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1288,12.179163828972955
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.391335705192915
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,2337,12.219255370326987
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,12.825791238487056
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,13.06593269870092
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,12.482628045510205
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,12.45937287857279
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,12.629079657489251
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,12.342363352742296
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,12.206072645530174
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,11.69081220247407
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,12.438025282665697
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,13.148565094625724
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,12.09380499712438
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,12.32679801494068
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,12.832909068802698
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,910,12.07380331331513
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,12.07380331331513
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,12.223612911694648
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,12.764421917487008
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,12.41135767854307
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,12.365266302432104
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.58462893708112
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,12.725708346346588
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.174607777899595
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1273,12.685432369699933
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,914,12.685432369699933
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,12.614480087392462
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,12.420324785138387
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,12.438025282665697
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,12.749114701955978
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,11.748376961818357
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,12.549158676999047
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,12.346217123424942
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,12.643469143597118
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,12.799250308410048
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,12.206072645530174
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,10.959922762305052
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,12.306994324111145
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,12.27447400877728
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,11.429924218466823
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,12.286795122108467
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,12.50912104886242
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,11.796170207017076
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1288,12.098743526777502
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,12.413155918217868
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,547,10.959922762305052
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,12.85627318026259
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,12.912405018143357
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,12.629079657489251
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,12.242992637129118
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,12.522108911478483
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,11.921332906832516
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,12.746540563197815
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1412,12.865469125104866
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,12.07380331331513
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,12.050809680676544
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,12.634860322456136
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,558,11.103015493074828
